MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20181211,06085,Santa Clara County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,06085,Santa Clara County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,06085,Santa Clara County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,06085,Santa Clara County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,06085,Santa Clara County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,06085,Santa Clara County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20191105,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,06087,Santa Cruz County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,06087,Santa Cruz County,CA,93.97,6.03,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,06087,Santa Cruz County,CA,2.59,97.41,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,06087,Santa Cruz County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,06087,Santa Cruz County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190115,06087,Santa Cruz County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190108,06087,Santa Cruz County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190101,06087,Santa Cruz County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20181225,06087,Santa Cruz County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181218,06087,Santa Cruz County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181211,06087,Santa Cruz County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,06087,Santa Cruz County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,06087,Santa Cruz County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,06087,Santa Cruz County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,06087,Santa Cruz County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,06087,Santa Cruz County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20191105,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,06089,Shasta County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,06089,Shasta County,CA,99.81,0.19,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,06089,Shasta County,CA,81.48,18.52,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,06089,Shasta County,CA,50.32,49.68,0.14,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,06089,Shasta County,CA,50.32,49.68,0.14,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,06089,Shasta County,CA,0.00,100.00,0.14,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,06089,Shasta County,CA,0.00,100.00,99.00,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190115,06089,Shasta County,CA,0.00,100.00,99.00,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190108,06089,Shasta County,CA,0.00,100.00,99.00,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190101,06089,Shasta County,CA,0.00,100.00,99.00,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20181225,06089,Shasta County,CA,0.00,100.00,99.00,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181218,06089,Shasta County,CA,0.00,100.00,99.00,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181211,06089,Shasta County,CA,0.00,100.00,99.00,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,06089,Shasta County,CA,0.00,100.00,99.00,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,06089,Shasta County,CA,0.00,100.00,99.00,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,06089,Shasta County,CA,0.00,100.00,99.00,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,06089,Shasta County,CA,0.00,100.00,42.86,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,06089,Shasta County,CA,0.00,100.00,42.86,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20191105,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,06091,Sierra County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,06091,Sierra County,CA,70.05,29.95,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,06091,Sierra County,CA,0.00,100.00,93.15,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190115,06091,Sierra County,CA,0.00,100.00,93.15,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190108,06091,Sierra County,CA,0.00,100.00,93.15,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190101,06091,Sierra County,CA,0.00,100.00,93.15,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20181225,06091,Sierra County,CA,0.00,100.00,93.15,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181218,06091,Sierra County,CA,0.00,100.00,93.15,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181211,06091,Sierra County,CA,0.00,100.00,93.15,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,06091,Sierra County,CA,0.00,100.00,93.15,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,06091,Sierra County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,06091,Sierra County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,06091,Sierra County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,06091,Sierra County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20191105,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,06093,Siskiyou County,CA,97.19,2.81,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,06093,Siskiyou County,CA,96.55,3.45,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,06093,Siskiyou County,CA,96.55,3.45,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,06093,Siskiyou County,CA,96.55,3.45,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,06093,Siskiyou County,CA,96.55,3.45,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,06093,Siskiyou County,CA,96.55,3.45,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,06093,Siskiyou County,CA,96.55,3.45,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,06093,Siskiyou County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,06093,Siskiyou County,CA,86.52,13.48,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,06093,Siskiyou County,CA,86.52,13.48,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,06093,Siskiyou County,CA,86.52,13.48,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,06093,Siskiyou County,CA,86.52,13.48,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,06093,Siskiyou County,CA,53.50,46.50,14.34,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,06093,Siskiyou County,CA,11.04,88.96,46.98,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,06093,Siskiyou County,CA,0.00,100.00,76.23,33.40,0.00,0.00,2019-02-19,2019-02-25,1
20190212,06093,Siskiyou County,CA,0.00,100.00,84.91,40.04,0.00,0.00,2019-02-12,2019-02-18,1
20190205,06093,Siskiyou County,CA,0.00,100.00,84.91,46.22,0.00,0.00,2019-02-05,2019-02-11,1
20190129,06093,Siskiyou County,CA,0.00,100.00,84.91,46.22,0.00,0.00,2019-01-29,2019-02-04,1
20190122,06093,Siskiyou County,CA,0.00,100.00,99.67,68.23,17.65,0.00,2019-01-22,2019-01-28,1
20190115,06093,Siskiyou County,CA,0.00,100.00,99.67,68.23,17.65,0.00,2019-01-15,2019-01-21,1
20190108,06093,Siskiyou County,CA,0.00,100.00,99.67,68.23,17.65,0.00,2019-01-08,2019-01-14,1
20190101,06093,Siskiyou County,CA,0.00,100.00,99.67,68.23,17.65,0.00,2019-01-01,2019-01-07,1
20181225,06093,Siskiyou County,CA,0.00,100.00,99.67,68.23,17.65,0.00,2018-12-25,2018-12-31,1
20181218,06093,Siskiyou County,CA,0.00,100.00,99.67,72.89,17.65,0.00,2018-12-18,2018-12-24,1
20181211,06093,Siskiyou County,CA,0.00,100.00,99.67,72.89,17.65,0.00,2018-12-11,2018-12-17,1
20181204,06093,Siskiyou County,CA,0.00,100.00,99.67,72.89,17.65,0.00,2018-12-04,2018-12-10,1
20181127,06093,Siskiyou County,CA,0.00,100.00,99.61,72.89,17.65,0.00,2018-11-27,2018-12-03,1
20181120,06093,Siskiyou County,CA,0.00,100.00,99.61,72.89,17.65,0.00,2018-11-20,2018-11-26,1
20181113,06093,Siskiyou County,CA,0.00,100.00,87.86,72.89,17.65,0.00,2018-11-13,2018-11-19,1
20181106,06093,Siskiyou County,CA,0.00,100.00,87.86,72.89,17.65,0.00,2018-11-06,2018-11-12,1
20191105,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,06095,Solano County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
